"Pin Information for the Stratix® V 5SGSD5 Device
 Version 1.1
3B	VREFB3BN0	IO		nPERSTL0	DIFFIO_TX_B27n	DIFFOUT_B27n	AC28	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		nPERSTR0	DIFFIO_TX_B27p	DIFFOUT_B27p	AB28	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK2n		DIFFIO_RX_B28n	DIFFOUT_B28n	AG30	DQSn10B	DQSn5B/DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK2p		DIFFIO_RX_B28p	DIFFOUT_B28p	AF29	DQS10B	DQS5B/CQ5B	DQ2B	DQ1B/CQn1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B29n	DIFFOUT_B29n	AE29	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B29p	DIFFOUT_B29p	AF28	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK3n		DIFFIO_RX_B30n	DIFFOUT_B30n	AH28	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK3p		DIFFIO_RX_B30p	DIFFOUT_B30p	AG28	DQ10B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B31n	DIFFOUT_B31n	AL30	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B31p	DIFFOUT_B31p	AK30	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B32n	DIFFOUT_B32n	AM29	DQSn11B	DQ6B	DQ3B	DQSn1B/DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B32p	DIFFOUT_B32p	AL29	DQS11B	DQ6B/CQn6B	DQ3B	DQS1B/CQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B33n	DIFFOUT_B33n	AJ29	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B33p	DIFFOUT_B33p	AK29	DQ11B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B34n	DIFFOUT_B34n	AR28	DQSn12B	DQSn6B/DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B34p	DIFFOUT_B34p	AP28	DQS12B	DQS6B/CQ6B	DQ3B/CQn3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B35n	DIFFOUT_B35n	AL28	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B35p	DIFFOUT_B35p	AL27	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B36n	DIFFOUT_B36n	AN28	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B36p	DIFFOUT_B36p	AM28	DQ12B	DQ6B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B37n	DIFFOUT_B37n	AA27	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B37p	DIFFOUT_B37p	AA26	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B38n	DIFFOUT_B38n	AA29	DQSn13B	DQ7B	DQSn3B/DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B38p	DIFFOUT_B38p	AA28	DQS13B	DQ7B/CQn7B	DQS3B/CQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B39n	DIFFOUT_B39n	AC27	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B39p	DIFFOUT_B39p	AB27	DQ13B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B40n	DIFFOUT_B40n	AE27	DQSn14B	DQSn7B/DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B40p	DIFFOUT_B40p	AD27	DQS14B	DQS7B/CQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B41n	DIFFOUT_B41n	AH27	DQ14B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_TX_B41p	DIFFOUT_B41p	AG27	DQ14B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B42n	DIFFOUT_B42n	AK27	DQ14B	DQ7B	DQ3B	DQ1B									
3B	VREFB3BN0	IO			DIFFIO_RX_B42p	DIFFOUT_B42p	AJ27	DQ14B	DQ7B	DQ3B	DQ1B									
3C	VREFB3CN0	IO			DIFFIO_TX_B43n	DIFFOUT_B43n	AU27	DQ15B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B43p	DIFFOUT_B43p	AT27	DQ15B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B44n	DIFFOUT_B44n	AW26	DQSn15B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B44p	DIFFOUT_B44p	AV26	DQS15B	DQ8B/CQn8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B45n	DIFFOUT_B45n	AU26	DQ15B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B45p	DIFFOUT_B45p	AT26	DQ15B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B46n	DIFFOUT_B46n	AR27	DQSn16B	DQSn8B/DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B46p	DIFFOUT_B46p	AP27	DQS16B	DQS8B/CQ8B	DQ4B/CQn4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B47n	DIFFOUT_B47n	AM26	DQ16B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B47p	DIFFOUT_B47p	AL26	DQ16B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B48n	DIFFOUT_B48n	AN27	DQ16B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B48p	DIFFOUT_B48p	AN26	DQ16B	DQ8B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B49n	DIFFOUT_B49n	AE26	DQ17B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B49p	DIFFOUT_B49p	AD26	DQ17B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B50n	DIFFOUT_B50n	AA25	DQSn17B	DQ9B	DQSn4B/DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B50p	DIFFOUT_B50p	AB25	DQS17B	DQ9B/CQn9B	DQS4B/CQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B51n	DIFFOUT_B51n	AC26	DQ17B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B51p	DIFFOUT_B51p	AC25	DQ17B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B52n	DIFFOUT_B52n	AK26	DQSn18B	DQSn9B/DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B52p	DIFFOUT_B52p	AJ26	DQS18B	DQS9B/CQ9B	DQ4B	DQ2B/CQn2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B53n	DIFFOUT_B53n	AG26	DQ18B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B53p	DIFFOUT_B53p	AF26	DQ18B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B54n	DIFFOUT_B54n	AH25	DQ18B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B54p	DIFFOUT_B54p	AG25	DQ18B	DQ9B	DQ4B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B55n	DIFFOUT_B55n	AW25	DQ19B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B55p	DIFFOUT_B55p	AV25	DQ19B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B56n	DIFFOUT_B56n	AU25	DQSn19B	DQ10B	DQ5B	DQSn2B/DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B56p	DIFFOUT_B56p	AU24	DQS19B	DQ10B/CQn10B	DQ5B	DQS2B/CQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B57n	DIFFOUT_B57n	AT24	DQ19B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B57p	DIFFOUT_B57p	AR24	DQ19B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B58n	DIFFOUT_B58n	AR25	DQSn20B	DQSn10B/DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B58p	DIFFOUT_B58p	AP25	DQS20B	DQS10B/CQ10B	DQ5B/CQn5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B59n	DIFFOUT_B59n	AN25	DQ20B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B59p	DIFFOUT_B59p	AM25	DQ20B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B60n	DIFFOUT_B60n	AP24	DQ20B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B60p	DIFFOUT_B60p	AN24	DQ20B	DQ10B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B61n	DIFFOUT_B61n	AC24	DQ21B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B61p	DIFFOUT_B61p	AB24	DQ21B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B62n	DIFFOUT_B62n	AF25	DQSn21B	DQ11B	DQSn5B/DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B62p	DIFFOUT_B62p	AE25	DQS21B	DQ11B/CQn11B	DQS5B/CQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B63n	DIFFOUT_B63n	AE24	DQ21B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B63p	DIFFOUT_B63p	AD24	DQ21B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B64n	DIFFOUT_B64n	AG24	DQSn22B	DQSn11B/DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B64p	DIFFOUT_B64p	AH24	DQS22B	DQS11B/CQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B65n	DIFFOUT_B65n	AK24	DQ22B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_TX_B65p	DIFFOUT_B65p	AJ24	DQ22B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B66n	DIFFOUT_B66n	AL24	DQ22B	DQ11B	DQ5B	DQ2B									
3C	VREFB3CN0	IO			DIFFIO_RX_B66p	DIFFOUT_B66p	AL25	DQ22B	DQ11B	DQ5B	DQ2B									
3D	VREFB3DN0	IO			DIFFIO_TX_B67n	DIFFOUT_B67n	AW23	DQ23B	DQ12B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B67p	DIFFOUT_B67p	AV23	DQ23B	DQ12B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B68n	DIFFOUT_B68n	AW22	DQSn23B	DQ12B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B68p	DIFFOUT_B68p	AV22	DQS23B	DQ12B/CQn12B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B69n	DIFFOUT_B69n	AU23	DQ23B	DQ12B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B69p	DIFFOUT_B69p	AT23	DQ23B	DQ12B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B70n	DIFFOUT_B70n	AR22	DQSn24B	DQSn12B/DQ12B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B70p	DIFFOUT_B70p	AP22	DQS24B	DQS12B/CQ12B	DQ6B/CQn6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B71n	DIFFOUT_B71n	AN22	DQ24B	DQ12B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B71p	DIFFOUT_B71p	AM22	DQ24B	DQ12B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B72n	DIFFOUT_B72n	AN23	DQ24B	DQ12B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B72p	DIFFOUT_B72p	AM23	DQ24B	DQ12B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B73n	DIFFOUT_B73n	AE23	DQ25B	DQ13B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B73p	DIFFOUT_B73p	AD23	DQ25B	DQ13B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B74n	DIFFOUT_B74n	AG23	DQSn25B	DQ13B	DQSn6B/DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B74p	DIFFOUT_B74p	AF23	DQS25B	DQ13B/CQn13B	DQS6B/CQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B75n	DIFFOUT_B75n	AE22	DQ25B	DQ13B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B75p	DIFFOUT_B75p	AD22	DQ25B	DQ13B	DQ6B	DQ3B									
3D	VREFB3DN0	IO	CLK4n		DIFFIO_RX_B76n	DIFFOUT_B76n	AJ22	DQSn26B	DQSn13B/DQ13B	DQ6B	DQ3B									
3D	VREFB3DN0	IO	CLK4p		DIFFIO_RX_B76p	DIFFOUT_B76p	AH22	DQS26B	DQS13B/CQ13B	DQ6B	DQ3B/CQn3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B77n	DIFFOUT_B77n	AG22	DQ26B	DQ13B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B77p	DIFFOUT_B77p	AF22	DQ26B	DQ13B	DQ6B	DQ3B									
3D	VREFB3DN0	IO	CLK5n		DIFFIO_RX_B78n	DIFFOUT_B78n	AL23	DQ26B	DQ13B	DQ6B	DQ3B									
3D	VREFB3DN0	IO	CLK5p		DIFFIO_RX_B78p	DIFFOUT_B78p	AK23	DQ26B	DQ13B	DQ6B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B79n	DIFFOUT_B79n	AW20	DQ27B	DQ14B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B79p	DIFFOUT_B79p	AV20	DQ27B	DQ14B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B80n	DIFFOUT_B80n	AU21	DQSn27B	DQ14B	DQ7B	DQSn3B/DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B80p	DIFFOUT_B80p	AT21	DQS27B	DQ14B/CQn14B	DQ7B	DQS3B/CQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B81n	DIFFOUT_B81n	AU20	DQ27B	DQ14B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B81p	DIFFOUT_B81p	AT20	DQ27B	DQ14B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B82n	DIFFOUT_B82n	AR21	DQSn28B	DQSn14B/DQ14B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B82p	DIFFOUT_B82p	AR20	DQS28B	DQS14B/CQ14B	DQ7B/CQn7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B83n	DIFFOUT_B83n	AM20	DQ28B	DQ14B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B83p	DIFFOUT_B83p	AN20	DQ28B	DQ14B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B84n	DIFFOUT_B84n	AP21	DQ28B	DQ14B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B84p	DIFFOUT_B84p	AN21	DQ28B	DQ14B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B85n	DIFFOUT_B85n	AD21	DQ29B	DQ15B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B85p	DIFFOUT_B85p	AD20	DQ29B	DQ15B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B86n	DIFFOUT_B86n	AG21	DQSn29B	DQ15B	DQSn7B/DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B86p	DIFFOUT_B86p	AH21	DQS29B	DQ15B/CQn15B	DQS7B/CQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B87n	DIFFOUT_B87n	AE21	DQ29B	DQ15B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B87p	DIFFOUT_B87p	AE20	DQ29B	DQ15B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B88n	DIFFOUT_B88n	AL22	DQSn30B	DQSn15B/DQ15B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B88p	DIFFOUT_B88p	AK21	DQS30B	DQS15B/CQ15B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B89n	DIFFOUT_B89n	AJ21	DQ30B	DQ15B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_TX_B89p	DIFFOUT_B89p	AJ20	DQ30B	DQ15B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B90n	DIFFOUT_B90n	AL21	DQ30B	DQ15B	DQ7B	DQ3B									
3D	VREFB3DN0	IO			DIFFIO_RX_B90p	DIFFOUT_B90p	AL20	DQ30B	DQ15B	DQ7B	DQ3B									
4D	VREFB4DN0	IO			DIFFIO_TX_B127n	DIFFOUT_B127n	AH19	DQ43B	DQ16B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B127p	DIFFOUT_B127p	AG19	DQ43B	DQ16B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B128n	DIFFOUT_B128n	AK18	DQSn43B	DQ16B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B128p	DIFFOUT_B128p	AJ19	DQS43B	DQ16B/CQn16B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B129n	DIFFOUT_B129n	AJ18	DQ43B	DQ16B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B129p	DIFFOUT_B129p	AH18	DQ43B	DQ16B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B130n	DIFFOUT_B130n	AG18	DQSn44B	DQSn16B/DQ16B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B130p	DIFFOUT_B130p	AF19	DQS44B	DQS16B/CQ16B	DQ8B/CQn8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B131n	DIFFOUT_B131n	AE19	DQ44B	DQ16B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B131p	DIFFOUT_B131p	AE18	DQ44B	DQ16B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B132n	DIFFOUT_B132n	AD17	DQ44B	DQ16B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B132p	DIFFOUT_B132p	AD18	DQ44B	DQ16B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B133n	DIFFOUT_B133n	AM19	DQ45B	DQ17B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B133p	DIFFOUT_B133p	AL18	DQ45B	DQ17B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B134n	DIFFOUT_B134n	AN18	DQSn45B	DQ17B	DQSn8B/DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B134p	DIFFOUT_B134p	AN19	DQS45B	DQ17B/CQn17B	DQS8B/CQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B135n	DIFFOUT_B135n	AR18	DQ45B	DQ17B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B135p	DIFFOUT_B135p	AP18	DQ45B	DQ17B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B136n	DIFFOUT_B136n	AR19	DQSn46B	DQSn17B/DQ17B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B136p	DIFFOUT_B136p	AP19	DQS46B	DQS17B/CQ17B	DQ8B	DQ4B/CQn4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B137n	DIFFOUT_B137n	AU18	DQ46B	DQ17B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B137p	DIFFOUT_B137p	AT18	DQ46B	DQ17B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B138n	DIFFOUT_B138n	AW19	DQ46B	DQ17B	DQ8B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B138p	DIFFOUT_B138p	AV19	DQ46B	DQ17B	DQ8B	DQ4B									
4D	VREFB4DN0	IO	"FPLL_BC_CLKOUT1,FPLL_BC_CLKOUTn"		DIFFIO_TX_B139n	DIFFOUT_B139n	AJ17	DQ47B	DQ18B	DQ9B	DQ4B									
4D	VREFB4DN0	IO	"FPLL_BC_CLKOUT0,FPLL_BC_CLKOUTp,FPLL_BC_FB0"		DIFFIO_TX_B139p	DIFFOUT_B139p	AH16	DQ47B	DQ18B	DQ9B	DQ4B									
4D	VREFB4DN0	IO	"FPLL_BC_CLKOUT3,FPLL_BC_FBn"		DIFFIO_RX_B140n	DIFFOUT_B140n	AL17	DQSn47B	DQ18B	DQ9B	DQSn4B/DQ4B									
4D	VREFB4DN0	IO	"FPLL_BC_CLKOUT2,FPLL_BC_FBp,FPLL_BC_FB1"		DIFFIO_RX_B140p	DIFFOUT_B140p	AK17	DQS47B	DQ18B/CQn18B	DQ9B	DQS4B/CQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B141n	DIFFOUT_B141n	AM16	DQ47B	DQ18B	DQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B141p	DIFFOUT_B141p	AL16	DQ47B	DQ18B	DQ9B	DQ4B									
4D	VREFB4DN0	IO	CLK6n		DIFFIO_RX_B142n	DIFFOUT_B142n	AG17	DQSn48B	DQSn18B/DQ18B	DQ9B	DQ4B									
4D	VREFB4DN0	IO	CLK6p		DIFFIO_RX_B142p	DIFFOUT_B142p	AF17	DQS48B	DQS18B/CQ18B	DQ9B/CQn9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B143n	DIFFOUT_B143n	AG16	DQ48B	DQ18B	DQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B143p	DIFFOUT_B143p	AF16	DQ48B	DQ18B	DQ9B	DQ4B									
4D	VREFB4DN0	IO	CLK7n		DIFFIO_RX_B144n	DIFFOUT_B144n	AE16	DQ48B	DQ18B	DQ9B	DQ4B									
4D	VREFB4DN0	IO	CLK7p		DIFFIO_RX_B144p	DIFFOUT_B144p	AE17	DQ48B	DQ18B	DQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B145n	DIFFOUT_B145n	AN17	DQ49B	DQ19B	DQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B145p	DIFFOUT_B145p	AM17	DQ49B	DQ19B	DQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B146n	DIFFOUT_B146n	AP16	DQSn49B	DQ19B	DQSn9B/DQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B146p	DIFFOUT_B146p	AN16	DQS49B	DQ19B/CQn19B	DQS9B/CQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B147n	DIFFOUT_B147n	AT17	DQ49B	DQ19B	DQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B147p	DIFFOUT_B147p	AR17	DQ49B	DQ19B	DQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B148n	DIFFOUT_B148n	AU16	DQSn50B	DQSn19B/DQ19B	DQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B148p	DIFFOUT_B148p	AU17	DQS50B	DQS19B/CQ19B	DQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B149n	DIFFOUT_B149n	AW16	DQ50B	DQ19B	DQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_TX_B149p	DIFFOUT_B149p	AV16	DQ50B	DQ19B	DQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B150n	DIFFOUT_B150n	AW17	DQ50B	DQ19B	DQ9B	DQ4B									
4D	VREFB4DN0	IO			DIFFIO_RX_B150p	DIFFOUT_B150p	AV17	DQ50B	DQ19B	DQ9B	DQ4B									
4C	VREFB4CN0	IO			DIFFIO_TX_B151n	DIFFOUT_B151n	AB15	DQ51B	DQ20B	DQ10B	DQ5B									
4C	VREFB4CN0	IO			DIFFIO_TX_B151p	DIFFOUT_B151p	AB16	DQ51B	DQ20B	DQ10B	DQ5B									
4C	VREFB4CN0	IO			DIFFIO_RX_B152n	DIFFOUT_B152n	AD16	DQSn51B	DQ20B	DQ10B	DQ5B									
4C	VREFB4CN0	IO			DIFFIO_RX_B152p	DIFFOUT_B152p	AC15	DQS51B	DQ20B/CQn20B	DQ10B	DQ5B									
4C	VREFB4CN0	IO			DIFFIO_TX_B153n	DIFFOUT_B153n	AA15	DQ51B	DQ20B	DQ10B	DQ5B									
4C	VREFB4CN0	IO			DIFFIO_TX_B153p	DIFFOUT_B153p	AA14	DQ51B	DQ20B	DQ10B	DQ5B									
4C	VREFB4CN0	IO			DIFFIO_RX_B154n	DIFFOUT_B154n	AE15	DQSn52B	DQSn20B/DQ20B	DQ10B	DQ5B									
4C	VREFB4CN0	IO			DIFFIO_RX_B154p	DIFFOUT_B154p	AD15	DQS52B	DQS20B/CQ20B	DQ10B/CQn10B	DQ5B									
4C	VREFB4CN0	IO			DIFFIO_TX_B155n	DIFFOUT_B155n	AJ15	DQ52B	DQ20B	DQ10B	DQ5B									
4C	VREFB4CN0	IO			DIFFIO_TX_B155p	DIFFOUT_B155p	AH15	DQ52B	DQ20B	DQ10B	DQ5B									
4C	VREFB4CN0	IO			DIFFIO_RX_B156n	DIFFOUT_B156n	AG14	DQ52B	DQ20B	DQ10B	DQ5B									
4C	VREFB4CN0	IO			DIFFIO_RX_B156p	DIFFOUT_B156p	AG15	DQ52B	DQ20B	DQ10B	DQ5B									
